Index,Name,Address,Latitude,Longitude
772,St Francis Men's Shelter Tucson ,"601 E. Fort Lowell Rd. Tucson, Arizona 85705",32.26582,-110.96281
773,Joshua House Transitional Housing Tucson Arizona,"3028 North Geronimo Avenue Tucson, Arizona 85705",32.26205826,-110.965583
774,Our Family Services Tucson Arizona,"2590 N Alvernon Way Tucson, Arizona 85712",32.253869,-110.90905
775,Gospel Rescue Mission: Women's Recovery Center Tucson Arizona,"707 W. Miracle Mile Tucson, Arizona 85705",32.2606968,-110.98294
776,Emerge! Center Against Domestic Abuse Tucson Arizona,"2545 E. Adams Street Tucson, Arizona 85716",32.24094009,-110.934349
777,New Beginnings For Women Tucson Arizona,"3830 E. Bellevue Street Tucson, Arizona 85716",32.23755,-110.91076
778,Salvation Army Hospitality House Tucson Arizona,"1002 N. Main Avenue Tucson, Arizona 85705",32.234736,-110.97747
779,The Primavera Foundation Shelter for families Tucson Arizona,"702 South 6th Avenue Tucson, Arizona 85701",32.21324158,-110.968658
780,Casa Paloma Women's Residence Tucson Arizona,"702 S. 6th Ave. Tucson, Arizona 85701",32.21313,-110.9688
781,Gospel Rescue Mission - Mens Center Tucson Arizona,"4550 S Palo Verde Road Tucson, Arizona 85714",32.200841,-110.97336
782,Primavera Men's Shelter Tucson Arizona,"200 E. Benson Highway Tucson, Arizona 85713",32.18531418,-110.966705
783,Hope Cottage Flagstaff ,"2211 E Johnson Ave Flagstaff,  86004",35.2024169,-111.618627
784,Sunshine Rescue Mission Flagstaff ,"124 S. San Francisco Flagstaff,  86001",35.19507217,-111.648933
785,Northland Family Help Center Flagstaff Arizona,"2532 N 4th St #506 Flagstaff, Arizona 86004",35.2133726,-111.61309
786,Flagstaff Shelter Services Flagstaff Arizona,"4185 E. Huntington Drive Flagstaff, Arizona 86004",35.21617126,-111.587898
787,Bread of Life Mission of Holbrook - BOLMAZ Holbrook Arizona,"885 Hermosa Drive Holbrook, Arizona 86025",34.92362976,-110.136413
788,Kingman Aid to Abused People Kingman Arizona,"1770 Airway Ave. Kingman, Arizona 86401",35.2248264,-114.03295
789,"Cornerstone Mission Project, Inc. Kingman Arizona","3049 Sycamore Ave Kingman, Arizona 86409",35.22228622,-114.010368
790,"Safehouse - A Project of West Care, Inc. Bullhead City Arizona","P.O. Box 20205 Bullhead City, Arizona 86439",34.91999817,-114.129997
791,Yavapai Territorial Gospel Rescue Mission Prescott Arizona,"602 Lincoln Avenue Prescott, Arizona 86301",34.55142212,-112.474624
792,Prescott Area Women's Shelter Prescott Arizona,"336 N. Rush Street Prescott, Arizona 86301",34.54602432,-112.457695
793,Project Aware Inc Men's Shelter Prescott Arizona,"215 1/2 W. Leroux Prescott, Arizona 86301",34.53406143,-112.470596
794,Mt. Graham Safe House Safford Arizona,"P.O. Box 1202 Safford, Arizona 85548",32.83000183,-109.709999
795,New Hope Ranch St Johns Arizona,"P.O. Box 1589 St Johns, Arizona 85924",34.55162811,-109.663932
796,Crossroads Missions Mens Homeless Shelter Yuma Arizona,"944 S. Arizona Avenue Yuma, Arizona 85364",32.7106123,-114.6162316
797,Catholic Community Services of Western Arizona Yuma Arizona,"690 E. 32nd Street Yuma, Arizona 85364",32.66994095,-114.614097
798,Crossroads Mission Yuma Arizona,"944 S. AZ Avenue Yuma, Arizona 85364",32.70140076,-114.6492
799,The Road Home - South Salt Lake Men's Resource Center South Salt Lake Utah,"3380 S 1000 W South Salt Lake, Utah 84101",40.69743,-111.92059
800,Rescue Mission of Salt Lake - Rescue Haven Salt Lake City Utah,"1165 South State Street Salt Lake City, Utah 84111",40.74356079,-111.8881149
801,The Road Home - Midvale Family Center Midvale Utah,"529 W 7300 S Midvale, Utah 84047",40.6187648,-111.959809
802,The Road Home - Palmer Court Salt Lake City Utah,"999 S. Main Street Salt Lake City, Utah 84111",40.74731445,-111.890922
803,Wasatch Homeless Health Care Program Salt Lake City Utah,"4th Street Clinic Salt Lake City, Utah 84101",40.75952148,-111.8882294
804,Rescue Mission of Salt Lake Salt Lake City Utah,"463 South 400 W Salt Lake City, Utah 84101",40.75521851,-111.8998642
805,Wasatch Homeless Health Care Program Salt Lake City Utah,"4th Street Clinic Salt Lake City, Utah 84101",40.75628662,-111.9025879
806,Family Promise of Salt Lake Salt Lake City Utah,"814 West 800 South Salt Lake City, Utah 84165",40.75210953,-111.914588
807,Provo Homeless Shelter - Food and Care Coalition Provo Utah,"299 E 900 S Provo, Utah 84062",40.22248077,-111.651954
808,Canyon Creek Women's Crisis Center Cedar City Utah,"77 N Main St Cedar City, Utah 84720",37.6787898,-113.061791
809,Iron County Care and Share Cedar City Utah,"222 West 900 North Cedar City, Utah 84720",37.6930618,-113.065348
810,Ogden Rescue Mission Ogden Utah,"2781 Wall Avenue Ogden, Utah 84401",41.21492767,-111.9791794
811,Youth Futures Ogden Utah,"2760 Adams Ave Ogden, Utah 84403",41.21502,-111.96758
812,Lantern House Shelter Ogden Utah,"269 W. 33rd Street Ogden, Utah 84401",41.2031729,-111.98289
813,Youth Futures St. George St George ,"340 E Tabernacle Street St George,  84770",37.10777,-113.5761
814,Switchpoint Saint George Utah,"948 N 1300 West Saint George, Utah 84770",37.124654,-113.610803
815,Uintah County Turning Point - Homeless Shelter Vernal Utah,"145 W Main Street Vernal, Utah 84078",40.455448,-109.53119
816,Family Services Department JOHNSON COUNTY Buffalo Wyoming,"381 North Main Street Buffalo, Wyoming 82834",44.3515358,-106.6989975
817,Life Steps Community - Transitional Housing Center Casper Wyoming,"1514 E. 12th Street, Suite 200 Casper, Wyoming 82601",42.83887482,-106.3059692
818,Central Wyoming Rescue Mission Casper Wyoming,"230 North Park Casper, Wyoming 82602",42.85173798,-106.3182526
819,PEAK WELLNESS CENTER Cheyenne Wyoming,"604 E. 25th St Cheyenne, Wyoming 82003",41.14334106,-104.8136978
820,VETERANS ADMIN. MEDICAL CENTER Cheyenne Wyoming,"2326 E. Pershing Blvd Cheyenne, Wyoming 82001",41.14598083,-104.7897568
821,SALVATION ARMY Cheyenne Wyoming,"601 East 20th St Cheyenne, Wyoming 82001",41.13874435,-104.81073
822,VA HOMELESS PROGRAM Cheyenne Wyoming,"2360 E. Pershing Blvd Cheyenne, Wyoming 82001",41.14598083,-104.7894974
823,Welcome Mat Day Center Cheyenne Wyoming,"907 Logan Avenue Cheyenne, Wyoming 82001",41.13389969,-104.79219
824,Comea House Cheyenne Wyoming,"1504 Stinson Cheyenne, Wyoming 82001",41.12651443,-104.829414
825,COMEA House Resource Center Cheyenne Wyoming,"1504 Stinson Cheyenne, Wyoming 82003",41.12651443,-104.8294144
826,CHEYENNE HOUSING AUTHORITY Cheyenne Wyoming,"3304 Sheridan Ave Cheyenne, Wyoming 82009",41.1610527,-104.7692337
827,Richards Center Cheyenne Wyoming,"4700 Ocean Loop Cheyenne, Wyoming 82009",41.161026,-104.7554474
828,FATHER HUBBARD'S CUPBOARD Douglas Wyoming,"103 South 8th Street Douglas, Wyoming 82633",42.75888824,-105.3765182
829,Waystation Gillette Wyoming,"115 Rohan Avenue Gillette, Wyoming 82716",44.29492188,-105.5124588
830,CHRYSALIS HOUSE Pine Bluffs Wyoming," Pine Bluffs, Wyoming 82082",41.18381882,-104.0677567
831,Bell Park Tower Sheridan Wyoming,"1309 Coffeen Ave, Suite A Sheridan, Wyoming 82801",44.78374481,-106.9424286
832,Sheriden Community Shelter Sheridan Wyoming,"1898 Fort Road, Building 24 Sheridan, Wyoming 82801",44.82715607,-106.9873657
833,La Puente Home Shelter Alamosa Colorado,"913 State Ave Alamosa, Colorado 81101",37.46325684,-105.865669
834,Aspen Homeless Shelter Aspen  Colorado,"P.O. Box 2050 Aspen , Colorado 81612",39.18999863,-106.8199997
835,Comitis Crisis Center Aurora Colorado,"2178 Victor Street Aurora, Colorado 80045",39.7482338,-104.832885
836,HOPE Program - HIV Day Shelter Denver ,"1555 Race St Denver, Colorado 80206",39.741017,-104.963803
837,The Gathering Place Denver Colorado,"1535 High Street Denver, Colorado 80218",39.7406044,-104.964973
838,Warren Village Denver Colorado,"1323 Gilpin St Denver, Colorado 80218",39.73725,-104.96761
839,Denver Rescue Mission Denver ,"3501 E. 46th Avenue Denver,  80216",39.78023529,-104.94622
840,Joy House Denver Colorado,"PO Box 9884 Denver, Colorado 80218",39.74731827,-104.97776
841,Christ Body Ministries Denver ,"850 Lincoln St Denver, Colorado 80235",39.7297554,-104.985923
842,House of Hope - The Family Tree Englewood ,"3301 S Grant St Englewood, Colorado 80113",39.65664673,-104.984275
843,New Genesis (for men and women) Denver Colorado,"1680 Sherman St. Denver, Colorado 80203",39.74303055,-104.98442
844,New Genesis Denver Colorado,"1680 Sherman St Denver, Colorado 80203",39.74282455,-104.9846191
845,Sacred Heart House of Denver Denver Colorado,"2844 Lawrence St Denver, Colorado 80205",39.76006317,-104.981323
846,Urban Peak Denver Denver Colorado,"730 21st Street Denver, Colorado 80205",39.750208,-104.98693
847,St Francis Center Denver ,"2323 Curtis St Denver, Colorado 80205",39.75407791,-104.986084
848,Colorado Coalition Homeless Denver Colorado,"2130 Stout St Denver, Colorado 80205",39.75144958,-104.987831
849,The Delores Project Shelters Denver Colorado,"P.O. Box 1406 Denver, Colorado 80201",39.75107956,-104.9889297
850,Catholic Samaritan House Denver ,"2301 Lawrence St Denver, Colorado 80205",39.75529861,-104.988082
851,Catholic Charities Northeast Emergency Assistance Center Commerce City Colorado,"6621 E. 72nd Ave Commerce City, Colorado 80022",39.82733536,-104.910339
852,Salvation Army Crossroads Men's Shelter Denver Colorado,"1901 29th St Denver, Colorado 80216",39.765523,-104.987599
853,ACCESS Housing Commerce City Colorado,"6978 Colorado Boulevard Commerce City, Colorado 80022",39.82311249,-104.940223
854,The Salvation Army Lambuth Family Center Denver Colorado,"2741 North Federal Denver, Colorado 80211",39.7570802,-105.025661
855,"Family Tree Inc in Wheat Ridge, Colorado  Wheat Ridge ","3805 Marshall St Wheat Ridge, Colorado 80033",39.76959229,-105.068977
856,Growing Home Westminster ,"3489 W 72nd Ave #110 Westminster, Colorado 80030",39.82743835,-105.0325775
857,Shannon's Hope Maternity Home Wheat Ridge Colorado,"PO BOX 1477 Wheat Ridge, Colorado 80304",39.77170563,-105.1112137
858,Cold Weather Care Westminster Colorado,"PO BOX 351594 Westminster, Colorado 80035",39.88729095,-105.0264435
859,Almost Home - Shelter and Housing Assistance Brighton Colorado,"231 North Main Street Brighton, Colorado 80601",39.99025726,-104.820571
860,Safehouse Progressive Alliance Lafayette Colorado,"400 E Simpson St # 201 Lafayette, Colorado 80026",39.998069,-105.08636
861,The Little Flower Maternity Home Louisville Colorado,"PO Box 270181 Louisville, Colorado 80027",39.9827919,-105.1349106
862,Feed My Sheep Homeless Ministry Glenwood Springs  Colorado,"1004 Grand Ave Glenwood Springs , Colorado 81601",39.54389954,-107.324821
863,Boulder Outreach for Homeless Overflow - BOHO Boulder Colorado,"P.O.Box 1393 Boulder, Colorado 80306",40.0149856,-105.270545
864,Bridge House Boulder Colorado,"1120 1/2 Pine St Boulder, Colorado 80302",40.01980972,-105.2810974
865,Attention Homes Emergency Shelter For Children Boulder Colorado,"3080 Broadway Boulder, Colorado 80304",40.03069305,-105.2819214
866,Safehouse Progressive Alliance Boulder Colorado,"835 North St Boulder, Colorado 80304",40.0247345,-105.286415
867,Jeffco Self-Sufficiency Council Lakewood ,"1020 Upham St. Lakewood,  80302",40.02590179,-105.3117981
868,EFAA (Emergency Family Assistance Association) Boulder Colorado,"1575 Yarmouth Ave. Boulder, Colorado 80304",40.0584259,-105.2777939
869,Boulder Shelter for the Homeless Boulder Colorado,"4869 N. Broadway Boulder, Colorado 80304",40.06285095,-105.282119
870,Inn Between Longmont Colorado,"250 Kimbark St Longmont, Colorado 80501",40.16368866,-105.10102
871,HOPE- Homeless Outreach Providing Encouragement Longmont Colorado,"804 S. Lincoln St Longmont, Colorado 80501",40.16328,-105.09766
872,Safe Shelter of St. Vrain Valley Longmont Colorado,"82 21st Avenue Longmont, Colorado 80502",40.197252,-105.095251
873,137 Homeless Connection Loveland Colorado,"137 South Lincoln Ave Loveland, Colorado 80537",40.3919926,-105.07344
874,Neighbor To Neighbor Loveland ,"1511 E 11th Street Loveland,  80537",40.40331268,-105.0566406
875,Family Promise of Larimer County Loveland Colorado,"1511 E. 11th St Suite 200 Loveland, Colorado 80537",40.4033734,-105.05646
876,Hope @ Miracle House Fort Lupton Colorado,"Fort Lupton CO Fort Lupton, Colorado 80621",40.099035,-104.816201
877,R.J. Montgomery Center  - Homeless Shelter Colorado Springs Colorado,"709N S. Sierra Madre Colorado Springs, Colorado 80907",38.8241806,-104.8292389
878,Greccio Housing Colorado Springs ,"1015 E Pikes Peak Ave Colorado Springs,  80903",38.84161758,-104.853088
879,The House Youth Shelter Grand Junction Colorado,"P.O. Box 2837 Grand Junction, Colorado 81501",39.06816483,-108.558853
880,Rescue Mission Family Shelter Grand Junction Colorado,"550 South Ave Grand Junction, Colorado 81501",39.0635376,-108.5636444
881,Salvation Army Day Center Grand Junction Colorado,"1235 North 4th Street Grand Junction, Colorado 81501",39.0786881,-108.5662372
882,Grand Valley Catholic Outreach Day Center Grand Junction Colorado,"302 Pitkin Ave Grand Junction, Colorado 81501",39.0646812,-108.5676197
883,HomewardBound of the Grand Valley Grand Junction Colorado,"2853 North Ave Grand Junction, Colorado 81501",39.07756424,-108.5742874
884,Salvation Army Colorado Springs Colorado,"908 Yuma St Colorado Springs, Colorado 80909",38.84539795,-104.77832
885,Pikes Peak United Way - Homeward Pikes Peak Colorado Springs Colorado,"610 S. Tejon St Colorado Springs, Colorado 80903",38.84122849,-104.821571
886,Family Promise of Colorado Springs Colorado Springs ,"519 North Tejon Street Colorado Springs,  80903",38.8416744,-104.8227053
887,Ecumenical Social Ministries Colorado Springs ,"201 North Weber Street Colorado Springs,  80903",38.8367424,-104.819511
888,Catholic Charities Marian House & Hanifen Center Colorado Springs ,"14 W Bijou St Colorado Springs,  80903",38.83694077,-104.825622
889,Urban Peak Colorado Springs Colorado Springs Colorado,"423 E Cucharras St Colorado Springs, Colorado 3609",38.83076477,-104.817588
890,Springs Rescue Mission Colorado Springs Colorado,"5 W. Las Vegas Colorado Springs, Colorado 80903",38.81826782,-104.826652
891,Partners In Housing Colorado Springs Colorado,"455 Gold Pass Heights Colorado Springs, Colorado 80906",38.7937355,-104.8194962
892,The Bridge Emergency Shelter Cortez ,"601 N. Mildred Cortez, Colorado 81321",37.3552675,-108.573674
893,Durango Community Shelter Durango Colorado,"1055 Avenida Del Sol Durango, Colorado 81301",37.27653885,-107.885589
894,Greeley Transitional House Greeley Colorado,"1206 10th St Greeley, Colorado 80631",40.42248154,-104.698379
895,Alternative Homes for Youth Greeley Colorado,"1110 M Street Greeley, Colorado 80631",40.44856644,-104.697219
896,Guadalupe Community Center - Guadalupe Shelter Greeley Colorado,"1442 North 11th Avenue Greeley, Colorado 80631",40.45000076,-104.6966705
897,Fort Collins Rescue Mission Fort Collins Colorado,"316 Jefferson St Fort Collins, Colorado 80524",40.58869934,-105.073463
898,Catholic Charities Norther - Fort Collins Fort Collins Colorado,"460 Linden Center Dr Fort Collins, Colorado 80524",40.59416199,-105.0701904
899,Sister Mary Alice Center For Hope Fort Collins Colorado,"242 Conifer Street Fort Collins, Colorado 80524",40.60283279,-105.0751419
900,Springfield Court Apts Fort Collins Colorado,"3851 S. Taft Hill Rd. Fort Collins, Colorado 80526",40.53469086,-105.1152802
901,Pueblo Rescue Mission New Shelter Pueblo Colorado,"728 W 4th St Pueblo, Colorado 81003",38.2786369,-104.614236
902,New Day Albuquerque New Mexico,"2820 Ridgecrest SE Albuquerque, New Mexico 87108",35.11156082,-106.60392
903,AOC Men’s Overnight Emergency Shelter Albuquerque New Mexico,"715 Candelaria NE Albuquerque, New Mexico 87107",35.11648178,-106.631515
904,The Rock at NoonDay (formerly Noon Day Ministries) Albuquerque New Mexico,"2400 Second Street NW Albuquerque, New Mexico 87105",35.1090469,-106.644113
905,Family Promise of Albuquerque Family Shelter Albuquerque New Mexico,"808 Edith Blvd. NE Albuquerque, New Mexico 87102",35.090388,-106.63934
906,Susan B. Sager Day Shelter Albuquerque New Mexico,"1201 3rd St NW Albuquerque, New Mexico 87102",35.09587,-106.64838
907,Salvation Army Albuquerque New Mexico,"400 John NE Albuquerque, New Mexico 87102",35.08842087,-106.6449356
908,Shelter for Victims of Domestic Violence - Women's Community Association Albuquerque New Mexico,"PO Box 25363 Albuquerque, New Mexico 87125",35.0843811,-106.6478806
909,Maria Amadea Shelter Albuquerque New Mexico,"708 Tijeras Ave NW Albuquerque, New Mexico 87102",35.08431244,-106.6480179
910,Albuquerque Rescue Mission - Steelbridge Albuquerque New Mexico,"525 2nd St SW Albuquerque, New Mexico 87102",35.07972336,-106.65036
911,Good Shepherd Center Albuquerque New Mexico,"218 Iron St. SW Albuquerque, New Mexico 87102",35.07924652,-106.650512
912,Transitional Living Center Albuquerque New Mexico,"4605 Gibson SE Albuquerque, New Mexico 87108",35.05842209,-106.5949173
913,The Shelter Albuquerque New Mexico,"123 Rhode Island SE Albuquerque, New Mexico 87108",35.07413864,-106.5582886
914,Barrett House Albuquerque New Mexico,"10300 Constitution Ave NE Albuquerque, New Mexico 87112",35.09435654,-106.532486
915,Proyecto La Luz Transitional Housing - Catholic Charities Albuquerque New Mexico,"2010 Bridge Blvd SW Albuquerque, New Mexico 87105",35.06525421,-106.6869659
916,Joy Junction Albuquerque New Mexico,"4500 2nd Street SW Albuquerque, New Mexico 87125",35.01269913,-106.660789
917,Haven of Love Albuquerque New Mexico,"4025 Isleta Blvd. SW Albuquerque, New Mexico 87105",35.01687622,-106.6845245
918,"Hopeworks - Shelter, Behavioral Health Albuquerque New Mexico","1201 Third NW Albuquerque, New Mexico 87125",35.26276016,-106.76078
919,Taos Mens Shelter Taos New Mexico,"220 Albright Street Taos, New Mexico 87571",36.3959897,-105.57561
920,The DreamTree Project  Taos New Mexico,"128 La Posta Rd Taos, New Mexico 87571",36.3946146,-105.583186
921,Carlsbad Community of Hope Center Inc. Carlsbad New Mexico,"1314 S Canal St Carlsbad, New Mexico 88220",32.40707,-104.227134
922,Lighthouse Mission Clovis Clovis New Mexico,"407 L Casillas Blvd Clovis, New Mexico 88101",34.398584,-103.20969
923,"St, Vincent de Paul Deming New Mexico","400 S. 12th St. Deming, New Mexico 88030",32.26427841,-107.7737808
924,St. Elizabeth Shelter - Men's Emergency Shelter Santa Fe New Mexico,"804 Alarid St Santa Fe, New Mexico 87505",35.67968369,-105.9528885
925,Casa Familia Urgent Transition Center Emergency Shelter for Women and Families Santa Fe New Mexico,"1604 Berry Ave Santa Fe, New Mexico 87505",35.66641998,-105.968292
926,Interfaith Community Shelter - Seasonal Shelter ONLY Santa Fe New Mexico,"2801 Cerrillos Rd Santa Fe, New Mexico 87505",35.65792084,-105.9876099
927,Sonrisa Family Supportive Living Program Santa Fe New Mexico,"6321 Jaguar Dr Santa Fe, New Mexico 87507",35.62541199,-106.041923
928,The Roof Shelter Farmington New Mexico,"310 W. Animas Farmington, New Mexico 87401",36.72744,-108.208516
929,PATH (People Assisting Homeless) Farmington New Mexico,"309 W Pinon St Farmington, New Mexico 87401",36.722333,-108.20907
930,Las Cruces Gospel Rescue Mission Las Cruces New Mexico,"1050 W. Amador Las Cruces, New Mexico 88004",32.17697906,-106.888641
931,Casa de Samaritan Las Vegas New Mexico,"1000 Mills Avenue Las Vegas, New Mexico 87701",35.6041125,-105.226554
932,Silver City Gospel Mission Silver City New Mexico,"111 S Texas St. Silver City, New Mexico 88061",32.7689104,-108.277271
933,Puerto Seguero Socorro New Mexico,"519 North California Street Socorro, New Mexico 87801",34.05186081,-106.8915405
934,Harmony Family Services Emergency Shelter For Children Abilene Texas,"305 Grape St Abilene, Texas 79601",32.4523735,-99.741188
935,Love and Care Ministries Homeless Assistance Abilene Texas,"233 Fannin St Abilene, Texas 79603",32.45256042,-99.7565307
936,Abilene Hope Haven Abilene Texas,"801 S. Treadaway Blvd. Abilene, Texas 79602",32.4400444,-99.7281494
937,Salvation Army Abilene Homeless Shelter Abilene Texas,"1726 Butternut St Abilene, Texas 79602",32.42858505,-99.738945
938,Emily's Place Transitional Housing For Women Plano Texas,"P. O. Box 260671 Plano, Texas 75026",33.00236893,-96.7679214
939,River of Life Homes - ROLH Richardson Texas,"207 N St Johns Dr Richardson, Texas 75081",32.94688797,-96.6955947
940,Hope's Door New Beginning Center Plano Texas,"860 F Ave. Ste. 100 Plano, Texas 75074",33.01072693,-96.7049865
941,City House Plano Texas,"902 E. 16th Street Plano, Texas 75074",33.02116394,-96.7026062
942,River Of Life Homes For Women and Children Dallas Texas,"not disclosed Dallas, Texas 75238",32.8821116,-96.7119409
943,Genesis Women's Shelter Dallas Texas,"4411 Lemmon Ave, Ste 201 Dallas, Texas 75219",32.81799316,-96.8129425
944,UGM Center of Hope - Shelter for single women and children Dallas Texas,"4815 Cass Street Dallas, Texas 75235",32.81262,-96.829369
945,Salvation Army Dallas Shelter and Services - Carr P. Collins Social Service Center Dallas Texas,"5302 Harry Hines Dallas, Texas 75247",32.81242371,-96.8377838
946,Union Gospel Mission Dallas Texas,"3211 Irving Blvd Dallas, Texas 75247",32.80833817,-96.87014
947,Turtle Creek Manor Dallas Texas,"2707 Routh Street Dallas, Texas 75201",32.79709625,-96.8028106
948,Hope's Door New Beginning Center Garland Texas,"218 N 10th St. Garland, Texas 75040",32.91366959,-96.6424331
949,Brighter Tomorrows Irving Texas,"928 Bluebird Dr Irving, Texas 75061",32.8213058,-96.9572495
950,Living World Men's Home Irving Texas,"828 E 4th St Irving, Texas 75060",32.8102863,-96.9388063
951,Salvation Army Garland TX Garland Texas,"451 West Avenue D Garland, Texas 75046",32.90895462,-96.6364746
952,Shared Housing Dallas Texas,"402 N. Good Latimer Expy. Dallas, Texas 75204",32.78590012,-96.7880783
953,The Stewpot Dallas Dallas Texas,"1822 Young Street Dallas, Texas 75201",32.7782491,-96.7961399
954,Family Gateway Dallas Texas,"711 South St. Paul Street Dallas, Texas 75201",32.7769931,-96.794453
955,The Bridge North Texas Dallas Texas,"1818 Corsicana Street Dallas, Texas 75201",32.775918,-96.79165
956,Calvert Place Men's Shelter Dallas Texas,"1818 Corsicana Street Dallas, Texas 75201",32.77561,-96.79138
957,Austin Street Center - Austin Street Shelter Dallas Texas,"2929 Hickory Street Dallas, Texas 75226",32.77869797,-96.7758789
958,Dallas Life Foundation Dallas Texas,"1100 Cadiz Dallas, Texas 75215",32.77183533,-96.7983474
959,"Eden Outreach, Inc. Dallas Texas","3110 Metropolitan Ave Dallas, Texas 75215",32.767144,-96.758167
960,D.I.S.C MINISTRIES Dallas Texas,"2706 S 2nd AVE  Dallas, Texas 75210",32.7675737,-96.7516026
961,ARM Ministries - Adult Rehab Dallas Texas,"1128 reverend CBT Smith Dallas, Texas 75203",32.75555801,-96.8073806
962,Family Promise Collin County Allen Texas,"PO Box 1601 Allen, Texas 75002",33.10066604,-96.6564636
963,Homeward Bound  Inc Dallas Texas,"233 W. 10th Street Dallas, Texas 75208",32.74523544,-96.8253555
964,Promise House Dallas Texas,"224 W Page Ave. Dallas, Texas 75208",32.74006271,-96.8257446
965,The B & W House Dallas Texas,"341 W. Woodin Blvd Dallas, Texas 75224",32.72269821,-96.82816315
966,"Lifeline Shelter for Families, Inc. Grand Prairie Texas","202 College Street Suite 101 Grand Prairie, Texas 75050",32.74807358,-97.0057525
967,Living Word In The CliffS Ministries Dallas Texas,"522 Shadyway Dr. Dallas, Texas 75232",32.6515569,-96.830533
968,Safehaven of Tarrant County - Arlington Resource Center Arlington Texas,"401 W Sanford St #1400 Arlington, Texas 76004",32.743327,-97.11192
969,Arlington Life Shelter Arlington Texas,"325 W. Division Street Arlington, Texas 76011",32.73926926,-97.1097641
970,Mission Arlington Arlington Texas,"210 W. South St. Arlington, Texas 76010",32.73478699,-97.1086654
971,The Samaritan Inn McKinney McKinney Texas,"1710 N McDonald St McKinney, Texas 75071",33.2215727,-96.6127398
972,Arlington Family Life Shelter Arlington Texas,"712 West Abram Arlington, Texas  76004",32.73506927,-97.11560059
973,Soul's Harbor Dallas Texas,"13134 Nile Drive Dallas, Texas 75253",32.66040039,-96.62471
974,Salvation Army Shelter Shelter Denton TX Denton Texas,"1508 E. McKinney Denton, Texas 76202",33.21546173,-97.1132125
975,Friends of the Family Denton Texas,"1014 West University Drive Denton, Texas 76201",33.22993469,-97.1421737
976,"Bridges Safehouse, Inc Cedar Hill Texas","P.O. Box 1161 Cedar Hill, Texas 75106",32.59028244,-96.935028
977,Catholic Charities Respite Center Shelter McAllen Texas,"111 S. 15th St. McAllen, Texas 78501",26.203133,-98.235485
978,"Victory Ministries of the Rio Grande Valley, Inc McAllen Texas","1901 Cedar McAllen, Texas 78501",26.2072071,-98.2391654
979,Mujeres Unidas/Women Together McAllen Texas,"420 North 21st St. McAllen, Texas 78501",26.2087574,-98.2410888
980,Freedom House Weatherford Texas,"1149 Fort Worth Hwy Weatherford, Texas 76087",32.75903633,-97.776624
981,SafeHaven Of Tarrant County Fort Worth Texas,"1100 Hemphill St #303 Fort Worth, Texas 76102",32.73244,-97.33249
982,SafeHaven of Tarrant County - Victims and Their Children Fort Worth Texas,"1100 Hemphill Street, Suite 303 Fort Worth, Texas 76104",32.7330175,-97.331568
983,Tarrant County Samaritan House Fort Worth Texas,"929 Hemphill St. Fort Worth, Texas 76104",32.73520279,-97.3314361
984,Fort Worth YWCA Temporary Shelter For Women Fort Worth Texas,"512 W. 4th St. Fort Worth, Texas 76102",32.75301743,-97.3344879
985,Day Resource Center Fort Worth Texas,"1100 E. Lancaster Fort Worth, Texas ",32.745839,-97.317617
986,Union Gospel Mission of Tarrant County Fort Worth Texas,"1321 East Lancaster Avenue Fort Worth, Texas 76102",32.7463814,-97.315353
987,Presbyterian Night Shelter For Single Women and Children Fort Worth Texas,"2400 Cypress St Fort Worth, Texas 76102",32.7445627,-97.313785
988,Presbyterian Night Shelter Fort Worth Texas,"2400 Cypress Street Fort Worth, Texas 76102",32.7448616,-97.3135604
989,The Salvation Army Fort Worth Shelter Fort Worth Texas,"1855 E. Lancaster Fort Worth, Texas 76103",32.7467041,-97.3013076
990,Catholic Charities Fort Worth Texas,"2701 Birchill Road North Fort Worth, Texas 76105",32.72423553,-97.2873153
991,Cornerstone Assistance Network Fort Worth Texas,"3500 Noble Avenue Fort Worth, Texas 76111",32.7694397,-97.2970657
992,ACH Child and Family Services Fort Worth Texas,"3712 Wichita St, Fort Worth, Texas 76119",32.709738,-97.279787
993,"CLOSED: Liberty Lighthouse, Inc. Springtown Texas","P. O. Box 1923 Springtown, Texas 76082",32.96595764,-97.68363953
994,Green Light Ministries Brother to Brother Azle Texas,"14435 FM 730 No. Azle, Texas 76020",32.98873138,-97.5434875
995,Huma-Faith Fort Worth Texas,"5601 Bridge Street Fort Worth, Texas 76101",32.76126099,-97.23551178
996,Johnson County Family Crisis Center Cleburne Texas,"660 County Rd 903 Cleburne, Texas 76033",32.42848,-97.40141
997,Desire To Live Assisted Living Alvin Texas,"2220 cr 144  Alvin, Texas 77511",29.46171761,-95.27428436
998,Bay Area Turning Point Webster Texas,"210 S. Walnut Webster, Texas 77598",29.53391266,-95.1214599
999,Worthy Ministries Inc  Texas City  Texas,"5105 Timothy Street Texas City , Texas 77591",29.37978745,-94.96936035
1000,Bridge Over Troubled Water Inc Pasadena Texas,"3811 Allen-Genoa Rd Pasadena, Texas 77504",29.65231323,-95.205986
1001,True Courage La Marque Texas,"421 Oak La Marque, Texas 77568",29.37647438,-94.96664429
1002,Sarah's House Pasadena Texas,"711 Perla Rd Pasadena, Texas 77502",29.67355683,-95.20227167
