Name,Address,State,Zipcode,Latitude,Longitude,Code
Family Promise of Gwinnett County Lawrenceville Georgia,3495 B Sugarloaf Parkway Lawrenceville,Georgia,30044,33.92631149,-84.018074,GA
Quinn House Lawrenceville Georgia,555 Hurricane Shoals Rd Lawrenceville,Georgia,30046,33.955691,-83.989818,GA
Open Hearts Youth Shelter Redan Georgia,PO Box 1372 Redan,Georgia,30074,33.75,-84.1299972,GA
Bonner Brothers Transitional Housing Lithonia Georgia,3317 Panola Road Lithonia,Georgia,30038,33.68933487,-84.1763458,GA
"Maranatha House Ministries, Inc. Suwanee Georgia",PO Box 1713 Suwanee,Georgia,30024,34.06701279,-84.0907211,GA
Open Door Community House Columbus Georgia,2405 2nd Avenue Columbus,Georgia,31901,32.48667908,-84.9901886,GA
Keolahou Shelter Hilo Hawaii,357 Waianuenue Avenue Hilo,Hawaii,96720,19.723749,-155.091189,HI
"IHS, The Institute for Human Services Honolulu Hawaii",546 Ka'aahi Street Honolulu,Hawaii,96817,21.31776619,-157.866134,HI
Next Step Shelter Honolulu Hawaii,Pier 1 off Forrest Avenue in the Kaka'ako area Honolulu,Hawaii,96808,21.3069444,-157.858333,HI
Family Promise of Hawaii Kailua Hawaii,69 N. Kainalu Drive Kailua,Hawaii,96734,21.39856529236,-157.740463256836,HI
Ka Hale A Ke Ola Wailuku Hawaii,670 Waiale Road Wailuku,Hawaii,96793,20.8911111,-156.5047222,HI
Hope Center for Women and Children  Des Moines Iowa,3333 E. University Ave Des Moines,Iowa,50317,41.60046768188,-93.549598693848,IA
Foundation 2 Cedar Rapids Iowa,3015 12th Avenue SW Cedar Rapids,Iowa,52404,41.96539307,-91.7109375,IA
Closed - Cedar House Shelter Cedar Rapids Iowa,603 Second Street S.W. Cedar Rapids,Iowa,52404,41.97130966187,-91.67123413085899,IA
Madge Phillips Center Waypoint Cedar Rapids Iowa,318 5th Street SE Cedar Rapids,Iowa,52401,41.97874451,-91.6632461,IA
St. John of the Cross - Catholic Worker House Cedar Rapids Iowa,1027 5th Avenue SE Cedar Rapids,Iowa,52403,41.98088455,-91.6552276,IA
Willis Dady Emergency Shelter Cedar Rapids Iowa,1247 4th Avenue SE Cedar Rapids,Iowa,52403,41.98268509,-91.6543579,IA
Mission of Hope Shelter Cedar Rapids  Iowa,211 Park Ct SE Cedar Rapids ,Iowa,52403,41.98771667,-91.64962,IA
Shelter House Iowa City Iowa City Iowa,429 Southgate Avenue Iowa City,Iowa,52240,41.64037323,-91.5297546,IA
The Salvation Army of The Quad Cities Davenport Iowa,100 Kirkwood Blvd Davenport,Iowa,52801,41.5365,-90.57352,IA
King's Harvest Ministries Homeless Shelter - Cold Weather Shelter Davenport Iowa,824 West 3rd Street Davenport,Iowa,52802,41.5226579,-90.5854325,IA
"Humility of Mary Shelter, Inc. Davenport Iowa",1016 West 5th Street Davenport,Iowa,52802,41.52463913,-90.5875549,IA
King House Clinton Iowa,217 6th Avenue South Clinton,Iowa,52731,41.84020996094,-90.18881225585899,IA
Burlington Area Homeless Shelter Burlington Iowa,123 Marshall St Burlington,Iowa,52601,40.808979,-91.116681,IA
Salvation Army Men's Lodge Waterloo Iowa,222 Logan Ave Waterloo,Iowa,50703,42.50508499146,-92.33748626709,IA
Salvation Army Women and Children Lodge Waterloo Iowa,216 Logan Ave Waterloo,Iowa,50703,42.50505065918,-92.337440490723,IA
Cedar Valley Hospitality House WATERLOO Iowa,1003 Mulberry St. WATERLOO,Iowa,50703,42.497081756590006,-92.32950592041,IA
Hospitality House  Waterloo  Iowa,1003 Mulberry St Waterloo ,Iowa,50703,42.497081756590006,-92.32950592041,IA
LZ Phoenix Waverly Iowa,420 16th St. NW Waverly,Iowa,50677,42.728774,-92.489064,IA
Northern Lights Emergency shelter  Mason City Iowa,307 N Monroe Mason City,Iowa,50401,43.1546402,-93.2084808,IA
Courage Hall  Mason City  Iowa,311 N Monroe Mason City ,Iowa,50401,43.1546669,-93.2084579,IA
Salvation Army Mason City Iowa,Adams Ave and 2nd Street SW Mason City,Iowa,50401,43.14994812,-93.2042617,IA
New Beginnings House of Hope Mason City Iowa,202 1st Street NW Mason City,Iowa,50401,43.15270233,-93.2044067,IA
Walters House Mason City Iowa,420 3rd St. Mason City,Iowa,50401,43.15466690063,-93.194038391113,IA
Hope House Catholic Worker Dubuque Iowa,1592 Locust St Dubuque,Iowa,52001,42.507022,-90.671445,IA
Teresa Shelter Dubuque Iowa,1111 Bluff Street Dubuque,Iowa,52001,42.50289,-90.67078,IA
Maria House Dubuque Iowa,1561 Jackson Street Dubuque,Iowa,52001,42.50816,-90.66677,IA
Dubuque Rescue Mission Dubuque Iowa,398 Main Street Dubuque,Iowa,52004,42.497524,-90.665015,IA
Beacon Of Hope Shelter Fort Dodge Iowa,1021 1st Av. N Fort Dodge,Iowa,50501,42.50629,-94.18405,IA
MCSA - Muscatine Center For Social Action Muscatine Iowa,312 Iowa Ave Muscatine,Iowa,52761,41.42219162,-91.046585,IA
West Central Development Corporation Atlantic Iowa,304 Chestnut Atlantic,Iowa,50022,41.40783309937,-95.012817382813,IA
Martha's House of Hope Ames Iowa,Address Confidential Ames,Iowa,50010,42.0248298645,-93.615791320801,IA
Micah House Council Bluffs Iowa,1415 Ave J Council Bluffs,Iowa,51501,41.27019,-95.86545,IA
Victory Center Ministries - Rescue Mission Clinton Iowa,505 9th Ave. S. Clinton,Iowa,52732,41.83649826,-90.1958541,IA
Sioux City Gospel Mission Sioux City Iowa,415 Bluff St Sioux City,Iowa,51103,42.49716949463,-96.41332244872999,IA
Matura Adair County Neighborhood Center Greenfield Iowa,354 Public Square Greenfield,Iowa,50849,41.30454667,-94.46132333,IA
Bethel Mission Men's Shelter Des Moines Iowa,1310 6th Ave Des Moines,Iowa,50314,41.60256577,-93.625946,IA
Central Iowa Shelter & Services Des Moines Iowa,1420 Mulberry Street Des Moines,Iowa,1420,41.58385468,-93.6271667,IA
Freedom for Youth Ministries Des Moines Iowa,2301 Hickman Road Des Moines,Iowa,50310,41.61530303955,-93.648231506348,IA
New Visions Homeless Shelter Council Bluffs Council Bluffs Iowa,1435 N. 15th St. Council Bluffs,Iowa,51501,41.274555,-95.865323,IA
Ames Emergency Residence Project Ames Iowa,225 S. Kellogg Ave Ames,Iowa,50010,42.02069855,-93.6140823,IA
The Warming Shelter Sioux City Sioux City ,916 Nebraska Street Sioux City,Iowa,51105,42.5001572,-96.403544,IA
Shesler Hall Transitional Housing For Women Sioux City Iowa,1308 Nebraska Street Sioux City,Iowa,51105,42.50445667,-96.40327833,IA
Crossroads Homeless Shelter Sioux City Iowa,1307 Court St Sioux City,Iowa,51105,42.50411224,-96.396492,IA
YWCA of Lewiston Lewiston Idaho,300 Main St Lewiston,Idaho,83501,46.42147064,-117.029266,ID
"Valley Women & Children's Shelter in Nampa, ID Nampa Idaho",869 W. Corporate Ln. Nampa,Idaho,83651,43.595687,-116.591508,ID
Hope's Door Caldwell Idaho,1508 Hope Lane Caldwell,Idaho,83605,43.66293839,-116.68735,ID
Children's Village Coeur d Alene Idaho,1350 West Hanley Coeur d Alene,Idaho,83814,47.7298317,-116.803894,ID
St. Vincent De Paul Coeur d Alene Idaho,108 E. Walnut Coeur d Alene,Idaho,83814,47.68803406,-116.785339,ID
"CLUB, Inc Idaho Falls Idaho",620 S Woodruff Ave Idaho Falls,Idaho,83404,43.47914505,-112.000755,ID
Victory Home Shelter Twin Falls Idaho,594 Washington St. S. Twin Falls,Idaho,83301,42.5405053,-114.47954,ID
The Salvation Army Family Shelter Nampa Idaho,1412 4th St South Nampa,Idaho,83651,43.57521057,-116.56002,ID
The Shepherd's Home McCall Idaho,260 Mission Street McCall,Idaho,83638,44.90808487,-116.106041,ID
The Ark  Idaho Falls Idaho,255 E Street Idaho Falls,Idaho,83402,43.49527,-112.03684,ID
"CLUB, Inc., Drop-In Center Ammon Idaho",1904 Dakota Lane Ammon,Idaho,83406,43.479899,-111.946413,ID
Sojourners' Alliance Moscow Idaho,627 N Van Buren St Moscow,Idaho,83843,46.74007797,-116.995941,ID
Valley House Twin Falls Idaho,507 Addison Ave. West Twin Falls,Idaho,83301,42.56370544434,-114.490028381348,ID
"Maggie's Place, The Mary House Coeur d'Alene Idaho",PO Box 3665 Coeur d'Alene,Idaho,83816,47.67020035,-116.779998,ID
Bonner County Homeless Task Force Sandpoint Idaho,212 North 4th Ave. #160 Sandpoint,Idaho,83864,48.27426147,-116.551673,ID
Lighthouse Rescue Mission Nampa Idaho,304 16th Ave. North Nampa,Idaho,83687,43.57980728,-116.550247,ID
Alternative To Violence Of The Palouse Moscow Idaho,PO Box 8517 Moscow,Idaho,83843,46.82075119,-117.039581,ID
Salvation Army Housing and Homeless Services Boise Idaho,4306 W State Boise,Idaho,83703,43.645364,-116.24198,ID
Boise Rescue Mission - Ministry Center Boise Idaho,308 S. 24th St.  Boise,Idaho,83702,43.62009429932,-116.219291687012,ID
Interfaith Sanctuary Shelter Boise Idaho,1620 W. River Street Boise,Idaho,83702,43.6186892,-116.216748,ID
Boise Rescue Mission - City Light Home For Women & Children Boise Idaho,1404 W. Jefferson Boise,Idaho,83702,43.62163925,-116.208389,ID
River of Life - Boise Rescue Mission Boise Idaho,575 S. 13th St Boise,Idaho,83702,43.61535645,-116.21434,ID
Women's and Children's Alliance Boise Idaho,720 W. Washington Boise,Idaho,83702,43.61910629,-116.198768,ID
Bannock Youth - Bannock House Pocatello Idaho,620 W. Fremont Pocatello,Idaho,83206,42.86240768,-112.456665,ID
Aid for Friends Pocatello Idaho,653 S. 4th Ave Pocatello,Idaho,83201,42.86167526,-112.43991,ID
Idaho Falls Rescue Mission Idaho Falls Idaho,840 Park Avenue Idaho Falls,Idaho,83402,43.49637985,-112.037803,ID
Freedom LZ Veterans Transitional Housing Pocatello Idaho,641 N. 8th Ave Pocatello,Idaho,83201,42.8725392,-112.445171,ID
Haven Temporary Shelter Idaho Falls Idaho,2480 S. Yellowstone Idaho Falls,Idaho,83405,43.47687149,-112.049995,ID
Women's Center Coeur d Alene Idaho,850 North 4th Street Coeur d Alene,Idaho,83814,47.68138504,-116.780647,ID
Hesed House Aurora Illinois,659 River St Aurora,Illinois,60506,41.74656239,-88.330618,IL
Pacific Garden Mission - Shelter Chicago Illinois,1458 S Canal St Chicago,Illinois,60605,41.86220551,-87.6390991,IL
The Night Ministry - Open Door Shelter Chicago Illinois,1110 N. Noble Street Chicago,Illinois,60622,41.90183258,-87.6627883,IL
A Safe Haven Foundation Chicago Illinois,2750 West Roosevelt Road Chicago,Illinois,60608,41.86653137,-87.6955642,IL
Franciscan Outreach Chicago Illinois,2715 W Harrison Chicago,Illinois,60612,41.87380981,-87.6945495,IL
Deborah's Place Chicago Illinois,2822 West Jackson Blvd. Chicago,Illinois,60612,41.87753677,-87.696762,IL
You Can Make It - Family Shelter Chicago Illinois,5052 S. laflin Chicago,Illinois,60609,41.80178452,-87.6623535,IL
Lincoln Park Community Services - Homeless Shelter Chicago Illinois,600 W Fullerton Pkwy Chicago,Illinois,60614,41.92588043,-87.6442031,IL
Darkim Responsible Living for Women Inc Nfp Chicago Illinois,332 S Michigan Ave Suite 1032 Chicago,Illinois,60604,41.8773145,-87.624825,IL
St. Martin de Porres House of Hope  - For Women Chicago Illinois,6423 South Woodlawn Avenue Chicago,Illinois,60644,41.7782135,-87.5959854,IL
A Little Bit of Heaven Homeless Mens Overnight Shelter Chicago Illinois,11321 South Wentworth Ave Chicago,Illinois,60628,41.6882515,-87.6277236,IL
Roseland Christian Ministries Grow Program Chicago Illinois,10858 S. Michigan Ave Chicago,Illinois,60628,41.696415,-87.6209825,IL
Believe shelter (Institution for women and kids) Chicago Illinois,9519 South Commercial Ave Chicago,Illinois,60617,41.722069,-87.5506879,IL
Kingdom Residential Housing Calumet Park Illinois,12610 S. Honore St.  #1 Calumet Park,Illinois,60827,41.66416,-87.66735,IL
HRDI Women's Supportive Housing Chicago Illinois,33 E. 114th Street Chicago,Illinois,60628,41.68703461,-87.6219558,IL
South Suburban PADS SOUTH TIER Chicago Heights Illinois,414 W. Lincoln Highway Chicago Heights,Illinois,60411,41.50600052,-87.6596145,IL
Respond Now Chicago Heights Illinois,1439 Emerald Avenue Chicago Heights,Illinois,60412,41.50708008,-87.6341171,IL
NorthStar Homes Sauk Village Illinois,not provided Sauk Village,Illinois,60411,41.49472045898,-87.558052062988,IL
The Family Living Center East St Louis Illinois,510 N. 25th Street East St Louis,Illinois,62205,38.61316299,-90.1287689,IL
Christian Family Care Center Rock Island Illinois,2209 3rd ave Rock Island,Illinois,61201,41.50976181,-90.5715179,IL
The Boulevard Chicago Illinois,3465 W. Franklin Boulevard Chicago,Illinois,60624,41.8896637,-87.7130966,IL
Maria Shelter Chicago Illinois,7320 S. Yale Avenue Chicago,Illinois,60621,41.76085,-87.63116,IL
The Salvation Army Freedom Center Chicago Illinois,825 N Christiana Ave Chicago,Illinois,60651,41.896756,-87.709433,IL
Community Crisis Center Domestic Violence Shelter Elgin Illinois,P.O. Box 1390 Elgin,Illinois,60121,42.0354084,-88.2825668,IL
The Salvation Army Shield of Hope Chicago Chicago Illinois,924 N Christiana Ave Chicago,Illinois,60651,41.897865,-87.710272,IL
Christian Community Compassion Center 4C's Harrisburg Illinois,632 N. Jackson Street Harrisburg,Illinois,62946,37.73082201041,-88.541893145345,IL
Home Sweet Home Mission - Billy Shelper Center HSHM Main Campus Bloomington Illinois,303 East Oakland Avenue Bloomington,Illinois,61701,40.47303772,-88.9906387,IL
Safe Harbor Homeless Services Bloomington ,611 W. Washington Bloomington,Illinois,61701,40.4797355,-88.9992702,IL
Salvation Army Safe Harbor Shelter Bloomington Illinois,208 N. Oak Street  Bloomington,Illinois,6170,40.4795493,-88.9985234,IL
Wayside Cross Ministries Day Shelter Elgin Illinois,453 Fremont St Elgin,Illinois,60120,42.04492,-88.27326,IL
Oasis Day Center Decatur Illinois,243 W Cerro Gordo St Decatur,Illinois,62522,39.8468687,-88.958119,IL
Kendall County PADS Yorkville Illinois,1204 Deer St Yorkville,Illinois,60560,41.63036728,-88.4429321,IL
Fulton-Mason Crisis Service Canton Illinois,1330 E. Ash St. Canton,Illinois,61520,40.560555,-90.01509117,IL
New Directions Heating and Cooling Center Jacksonville  Illinois,100 S Fayette St Jacksonville ,Illinois,62650,39.73431396,-90.2351608,IL
Carpenter's Place Rockford Illinois,1149 Railroad Avenue Rockford,Illinois,61104,42.25895309,-89.0792923,IL
Salvation Army Decatur Decatur Illinois,229 W. Main Street Decatur,Illinois,62522,39.84137726,-88.9577331,IL
Stopping Woman Abuse Now SWAN Olney Illinois,P. O. Box 176 Olney,Illinois,62450,38.70001221,-88.0705337,IL
Lifeboat Alliance - Family Shelter Mt. Vernon Illinois,1717 Jefferson St Mt. Vernon,Illinois,62864,38.3197462,-88.9110291,IL
Ottawa PADS Ottawa Illinois,1120 Canal Street Ottawa,Illinois,61350,41.35123062,-88.8458709,IL
Samaritan Well Macomb ,1306 Maple Ave # T Macomb,Illinois,61455,40.44105,-90.67238,IL
Contact Ministries Emergency Shelter  Springfield Illinois,1100 East Adams Springfield,Illinois,62703,39.80043411,-89.6407852,IL
Chicago Ave Mission Freeport Illinois,514 S. Chicago Ave. Freeport,Illinois,61032,42.29398727,-89.6165847,IL
Salvation Army Shelter Quincy Quincy Illinois,501 Broadway St Quincy,Illinois,62301,39.93611908,-91.4079971,IL
Cairo Women's Shelter Cairo Illinois,PO Box 911 Cairo,Illinois,62914,37.0526,-89.18427499997802,IL
Virtue House Decatur Illinois,2225 S. Franklin Street Decatur,Illinois,02521,39.81451035,-88.953125,IL
Heart House Eureka Illinois,300 Reagan Drive Eureka,Illinois,61530,40.71218872,-89.2692031,IL
Twin Cities PADS Sterling Illinois,111 East 29th Street Sterling,Illinois,61081,41.81596756,-89.6978302,IL
Salvation Army Booth House Alton Illinois,114 East 5th Alton,Illinois,62002,38.89265442,-90.1835098,IL
Oasis Women's Shelter Alton Illinois, 111 Market St Alton,Illinois,62002,38.8898383,-90.1855224,IL
Catholic Urban Programs Holy Angels Shelter East St Louis Illinois,1410 North 37 St East St Louis,Illinois,62204,38.61590576,-90.1170043,IL
Holy Angels Shelter East St Louis Illinois,P.O. Box 3310 East St Louis,Illinois,62204,38.63153839111,-90.11221313476601,IL
Peru Pads Peru Illinois,1320 Menards Dr. Peru,Illinois,61354,41.36209869,-89.1219406,IL
Primo Center For Women And Children Chicago Illinois,4241 West Washington Boulevard Chicago,Illinois,60624,41.88159943,-87.7321167,IL
American Red Cross Rock River Chapter - Nancy J. Smith Homeless Shelter - CLOSED Rockford Illinois,809 Cedar St. Rockford,Illinois,61102,42.27061462402,-89.103706359863,IL
Marys' Mission Waukegan Illinois,642 S. Martin Luther King Jr. Ave. Waukegan,Illinois,60085,42.34779358,-87.8337402,IL
La Posada Family Shelter - Casa Central Chicago Illinois,3209 W. Evergreen Chicago,Illinois,60651,41.905515696900004,-87.7072552667,IL
La Casa Norte - Casa Corazon Emergency Beds Program Chicago Illinois,3533 W. North Avenue Chicago,Illinois,60647,41.9097941,-87.715799,IL
Broadway Youth Center Chicago ,4009 N Broadway Chicago,Illinois,60613,41.9549395,-87.6505659,IL
Cornerstone Community Outreach Chicago Illinois,4628 N Clifton Ave Chicago,Illinois,60640,41.96634293,-87.6586456,IL
Sarah's Circle Chicago Illinois,4838 N Sheridan Rd Chicago,Illinois,60640,41.9702411,-87.6551197,IL
North Side Housing and Supportive Services Chicago Illinois,4410 N. Ravenswood suite 101 Chicago,Illinois,60640,41.9619557,-87.6748638,IL
Crisis Center for South Suburbia Worth Illinois,6602 W 111th St Worth,Illinois,60477,41.69079,-87.784915,IL
"BEDS Plus, Worth IL - Daytime Support Center Worth Illinois",11005 S 76th Ave Worth,Illinois,60482,41.69195001053,-87.807099691983,IL
BEDS Plus - La Grange Day Center La Grange Illinois,9601 E Ogden Ave La Grange,Illinois,60558,41.81719,-87.860563,IL
Loving Hands of Jesus Shelter Chicago Illinois,915 N. Menard Ave Chicago,Illinois,60651,41.89711,-87.76998,IL
Housing Forward Maywood Illinois,1851 S 9th St Maywood,Illinois,60513,41.869963,-87.8430824,IL
The Ark Chicago Illinois,6450 N Califormia Avenue Chicago,Illinois,60645,41.99850464,-87.6998291,IL
The Haven Mattoon Illinois,1812 Western Ave Mattoon,Illinois,61938,39.48336,-88.37732,IL
Safe Haven of Mount Carmel Mount Carmel Illinois,217 W. 3rd Street Mount Carmel,Illinois,62863,38.40489197,-87.7673492,IL
Catholic Charities Daybreak Center Joliet Illinois,611 East Cass Street Joliet,Illinois,60432,41.52846146,-88.0648422,IL
New Day Drop-In Center Joliet Illinois,364 E. Washington St Joliet,Illinois,60433,41.523988,-88.071859,IL
MorningStar Mission Ministries Inc. Joliet Illinois,350 East Washington Street Joliet,Illinois,60433,41.52406311,-88.0725936,IL
Good Samaritan House of Carbondale Carbondale Illinois,701 S. Marion Carbondale,Illinois,62901,37.71986771,-89.2130508,IL
Marion Ministerial Alliance Marion Illinois,103 E Calvert Marion,Illinois,62959,37.73324966,-88.9270172,IL
MELD at Trinity House Shelter Rockford Illinois,620 Kishwaukee Street Rockford,Illinois,61104,42.28128052,-89.0849456,IL
Shelter Care Ministries Rockford Illinois,412 N. Church Street Rockford,Illinois,61103,42.27490234,-89.0937042,IL
Rockford Rescue Mission Rockford Illinois,715 West State Street Rockford,Illinois,61102,42.274006,-89.100012,IL
A Safe Place Zion Illinois,2710 17th Street Zion,Illinois,60099,42.46601,-87.850305,IL
Love Inc Lake County Waukegan Illinois,339 Lakewood Avenue Waukegan,Illinois,6008,42.3639,-87.8819,IL
Pads Lake County Waukegan Illinois,1800 Grand Avenue Waukegan,Illinois,6008,42.370534,-87.854122,IL
COOL MINISTRIES - Family Housing Program Waukegan Illinois,800 West Glen Flora Avenue Waukegan,Illinois,6008,42.37797467,-87.84079283,IL
Groundwork Joliet Illinois,1550 Plainfield Road Joliet,Illinois,60436,41.55105972,-88.1202697,IL
McHenry County PADS Woodstock Illinois,14411 Kishwaukee Valley Road Woodstock,Illinois,60098,42.3149907,-88.4798542,IL
The Good Samaritan House of Granite City Granite City Illinois,1825 Delmar Blvd. Granite City,Illinois,62040,38.70025253,-90.1521987,IL
Danville Rescue Mission Danville Illinois,834 N. Bowman Avenue Danville,Illinois,61834,40.13806534,-87.6119766,IL
C-U at Home Champaign Illinois,70 East Washington Champaign,Illinois,61820,40.12003708,-88.2396163,IL
Salvation Army Rust Transitional Center Pekin Illinois,235 Derby Street Pekin,Illinois,61554,40.556247,-89.656785,IL
Lazarus House Saint Charles Illinois,214 Walnut St. Saint Charles,Illinois,60174,41.9126222,-88.316171,IL
PADS of Elgin Elgin Illinois,1730 Berkley Street Elgin,Illinois,60123,42.0231622,-88.3188888,IL
Mary Lou's Place - Domestic Violence Shelter Evanston Illinois,1215 Church St Evanston,Illinois,60201,42.0491324,-87.6891125,IL
Family Promise Chicago North Shore Evanston Illinois,not provided. Evanston,Illinois,60201,42.04833221436,-87.68357086181601,IL
Connections for the Homeless - Evanston Evanston Illinois,1458 Chicago Ave. Evanston,Illinois,60201,42.04461,-87.680876,IL
The Harbour Park Ridge Illinois,1440 Renaissance Drive Suite 240 Park Ridge,Illinois,60068,42.03238678,-87.8652801,IL
South Side Mission Shelter for Women and Children Peoria Illinois,1127 S Laramie St Peoria,Illinois,61605,40.67566681,-89.6435699,IL
JOURNEYS - The Road Home Palatine Illinois,1140 E. Northwest Highway Palatine,Illinois,60074,42.0970986,-88.0107016,IL
The Water Street Mission Resurrected Homeless Shelter Decatur Illinois,758 N. Water Street Decatur,Illinois,62523,39.84830093,-88.9544525,IL
Danville Rescue Mission Danville  ,834 N. Bowman Ave. Danville ,Illinois,61832,40.1380112,-87.6117758,IL
Peoria Rescue Mission Peoria Illinois,601 S. W. Adams Peoria,Illinois,61652,40.68790436,-89.5961608,IL
Dream Center Peoria Peoria Illinois, 714 Hamilton Blvd Peoria,Illinois,61603,40.69764,-89.59258,IL
Salvation Army Stepping Stone Program and Daytime Warming Center Champaign Illinois,2212 N. Market St Champaign,Illinois,61822,40.141341,-88.238129,IL
Champaign IL Centralized Intake Champaign ,53 E. Logan Street Champaign,Illinois,61820,40.1111907959,-88.235946655273,IL
Dupage PADS Overnight Housing Assistance Program Wheaton Illinois,705 West Liberty Wheaton,Illinois,60187,41.86407852,-88.1160812,IL
God's Shelter of Love Decatur Illinois,929 North Union Street Decatur,Illinois,62522,39.85018539,-88.9591445,IL
Galesburg Rescue Mission and Women's Shelter Home Galesburg Illinois,435 E. Third Street Galesburg,Illinois,61402,40.93633652,-90.3640365,IL
Elgin Wayside Center Aurora Illinois,215 E. New York Street Aurora,Illinois,60505,41.75725555,-88.3107833,IL
Family Shelter Service  Wheaton Illinois,605 E Roosevelt Rd Wheaton,Illinois,60187,41.859175,-88.097666,IL
Hilda's Place Transitional Shelter Evanston Illinois,1458 Chicago Avenue Evanston,Illinois,60201,42.04437637,-87.680664,IL
Stepping Stones for Veterans Anderson Indiana,332 W. 11th Street Anderson,Indiana,46016,40.105312,-85.684222,IN
The Christian Center Anderson Indiana,625 Main Street Anderson,Indiana,46015,40.109279,-85.67857,IN
"The Christian Center, Inc. Anderson Indiana",625 Main Street Anderson,Indiana,46016,40.10927963,-85.6781845,IN
Elwood Community Food Pantry ELWOOD Indiana,208 SOUTH ANDERSON STREET ELWOOD,Indiana,46036,40.27576533,-85.84221333,IN
Bountiful Harvest Ministries - Beauty For Ashes Transitional Home Alexandria Indiana,P.o. Box 285 Alexandria,Indiana,46001,40.26281738,-85.6758117,IN
LUM Emergency Shelter Lafayette Indiana,525 N 4th Street Lafayette,Indiana,47901,40.4224866,-86.8927223,IN
Vincent Village Fort Wayne Indiana,2827 Holton Avenue Fort Wayne,Indiana,46806,41.05911636,-85.1181869,IN
Genesis Outreach Fort Wayne Indiana,2812 Gay St Fort Wayne,Indiana,46806,41.059529,-85.12451467,IN
"The Rose Home, Inc Fort Wayne Indiana",2208 Wayne Trace Fort Wayne,Indiana,46803,41.06832886,-85.1089935,IN
Freedom House Inc. - Halfway House Fort Wayne Fort Wayne Indiana,806 Walnut St. Fort Wayne,Indiana,46802,41.06695175,-85.1492157,IN
Ave Marie House - Day Shelter Fort Wayne Indiana,432 Madison St. Fort Wayne,Indiana,46802,41.07584381,-85.1323776,IN
Victory House  Fort Wayne Indiana,512E Jefferson Blvd.  Fort Wayne,Indiana,46802,41.07704926,-85.1314544,IN
Just Neighbors IHN Fort Wayne Indiana,2925 E. State Blvd Fort Wayne,Indiana,46805,41.09775162,-85.1014862,IN
Salvation Army Rehab Center Fort Wayne Indiana,427 W. Washington Blvd. Fort Wayne,Indiana,46808,41.07594299,-85.14505,IN
Fort Wayne Rescue Mission Fort Wayne Indiana,301 West Superior Street Fort Wayne,Indiana,46855,41.08160019,-85.1443557,IN
Evansville Rescue Mission Evansville Indiana,500 East Walnut Street Evansville,Indiana,47713,37.97065353,-87.5656585,IN
Noble House Ministries - Pilot House Albion Indiana,205 E Highland St Albion,Indiana,46701,41.397835,-85.422291,IN
IFM Lighthouse Columbia City Indiana,500 W Business 30 Columbia City,Indiana,46725,41.15726852,-85.4883117,IN
Road to Recovery - Halfway House Fort Wayne Indiana,2018 N Clinton St Fort Wayne,Indiana,46805,41.09325027,-85.1396179,IN
YWCA Shelter for Women Victims of Violence Fort Wayne Indiana,P.O. Box 11242 Fort Wayne,Indiana,46856,41.07552338,-85.0990676,IN
Charis House - Rescue Mission Fort Wayne Indiana,431 Fairmont Place Fort Wayne,Indiana,46808,41.084198,-85.1466369,IN
Shepherds House Fort Wayne Indiana,519 Tennessee Ave Fort Wayne,Indiana,46805,41.0894928,-85.133995,IN
Haven House Homeless Shelter Jeffersonville Indiana,1727 Green Street Jeffersonville,Indiana,47130,29.9902864,-90.17996,IN
Center for the Homeless South Bend Indiana,813 S. Michigan Street South Bend,Indiana,46601,41.66599655,-86.2503128,IN
Goshen Interfaith Hospitality Network Goshen Indiana,105 S Third Street Goshen,Indiana,46526,41.586005,-85.83644,IN
Faith Mission of Elkhart Elkhart Indiana,801 Benham Avenue Elkhart,Indiana,46516,41.67905045,-85.9718017,IN
Safe Haven Elkhart Indiana,132 State Street  Elkhart,Indiana,46515,41.6819746,-85.9693024,IN
Kokomo Rescue Mission Kokomo Indiana,321 W Mulberry St Kokomo,Indiana,46901,40.4880469,-86.134439,IN
YWCA Battered Women's Shelter Evansville Indiana,not disclosed Evansville,Indiana,47708,37.9715592,-87.5710898,IN
Coordinated Assistance Ministries Inc Kokomo Indiana,210 N Market St Kokomo,Indiana,46901,40.487778,-86.128557,IN
Family Service Association of Howard County Kokomo Indiana,618 S Main St Kokomo,Indiana,46901,40.4809765,-86.130743,IN
Ozanam Family Shelter Evansville Indiana,1100 Read St Evansville,Indiana,47710,37.98762,-87.56833,IN
Crisis Connection Jasper Indiana,1500 S Meridian Rd Jasper,Indiana,47546,38.368436,-86.910351,IN
"Julian Center, Inc./ Sojourner Indianapolis Indiana",2011 N Meridian St Indianapolis,Indiana,46202,39.79391479,-86.1569213,IN
Wheeler Mission Ministries Indianapolis Indiana,205 East New York Street Indianapolis,Indiana,46204,39.7710414,-86.153924,IN
YWCA Women's Shelter Lafayette Indiana,605 N 6th St Lafayette,Indiana,47901,40.41870117,-86.8886413,IN
Redemption Outreach Service Indianapolis Indiana,120 East Market Street Indianapolis,Indiana,46204,39.7687316,-86.15549,IN
Holy Family Emergency Shelter Indianapolis Indiana,907 N. Holmes Avenue Indianapolis,Indiana,46222,39.77882767,-86.2052154,IN
Family Promise of Hendricks County Avon Indiana,360 IN-267 Avon,Indiana,46123,39.77138,-86.400424,IN
